sno,Hotel_Name,Room_type,Single_Bed,Double_bed,price
4153,Campanile Manchester,Twin Room,single bed,double bed,5188
4154,Park Inn by Radisson Manchester City Centre,Standard Room,,double bed,17190
4155,NQ4-Centre,Double Room,,double bed,9155
4156,Manchester Holiday Apartment,Two-Bedroom Apartment,,double bed,25429
4157,The Waterside Hotel and Leisure Club,Small Double Room,single bed,double bed,9155
4158,ibis Manchester Centre Princess Street,Double Sweet Room by Ibis,single bed,double bed,18024
4159,OneFourSeven Place,Double Room with Shared Bathroom,,double bed,5035
4160,The Alan,The Classic Double,,double bed,14240
4161,Manchester Piccadilly Hotel,Deluxe Double Room with Two Double Beds and City View,single bed,double bed,19123
4162,The Ashcroft Apartments,Deluxe Double Studio,single bed,double bed,8368
4163,Queens Guesthouse Manchester,Double Room,single bed,double bed,4069
4164,Lovely apartment available to rent in Old Trafford,One-Bedroom Apartment,,double bed,6097
4165,Hotel Brooklyn Manchester,Club Double Room,single bed,double bed,23710
4166,YHA Manchester,Quadruple Room,single bed,double bed,12206
4167,AC Hotel by Marriott Manchester City Centre,Standard Double Room,,double bed,22174
4168,"Crowne Plaza Manchester City Centre, an IHG Hotel",Allocation on arrival,,double bed,20049
4169,Stock Exchange Hotel,King Room,,double bed,40077
4170,Fairways Lodge & Leisure Club,Standard Double Room,single bed,double bed,6103
4171,"Holiday Inn Manchester-Mediacityuk, an IHG Hotel",Standard Double Room,single bed,double bed,12613
4172,Hilton Manchester Deansgate,Executive King Room with Lounge Access,single bed,double bed,46222
4173,Lovely 3 Bed Short Stay,Apartment,single bed,double bed,9755
4174,"Chalet Studio - 84 Seymour Grove, Manchester",One-Bedroom Apartment,,double bed,6866
4175,Hello Hotel,Standard Double Room,single bed,double bed,6713
4176,Copthorne Hotel Manchester Salford Quays,Standard Double Room,single bed,double bed,9667
4177,The King Stay,Two-Bedroom Apartment,,double bed,14418
4178,Private entrance 1 bed studio near Salford Royal,Deluxe King Studio,,double bed,7232
4179,TenPickering Place,Double Room with Shared Bathroom,,double bed,5035
4180,The Pleasant House,Double Room with Shared Bathroom,single bed,double bed,5085
4181,Native Manchester,Studio,single bed,double bed,23293
4182,Empress House,Superior Studio with Shared Bathroom,,double bed,4069
4183,Moxy Manchester City,"Moxy Sleeper, Guest room, 1 King",single bed,double bed,29396
4184,The Oddfellows Arms,Standard Double Room with Shared Bathroom,single bed,double bed,5605
4185,Maldron Hotel Manchester City Centre,Deluxe Double & Single Room,single bed,double bed,28379
4186,ibis Manchester Centre 96 Portland Street,Double Sweet Room by Ibis,single bed,double bed,25043
4187,Spectacular Studio Apartment near to Old Trafford stadium,One-Bedroom Apartment,,double bed,4482
4188,Fantastic one bedroom apartment near Old Trafford Stadium,One-Bedroom Apartment,,double bed,5685
4189,Full Home in Heywood Street near Cheetham Hill,Three-Bedroom House,,double bed,20535
4190,Luxury two bedrooms apartment,Two-Bedroom Apartment,,double bed,10436
4191,Quirky and Spacious 4 Bed room Victorian House,Superior Double Room,single bed,double bed,7781
4192,Old Trafford Guest House,Double Room,single bed,double bed,4272
4193,Clayton Hotel Manchester City Centre,Deluxe Double & Single Room,single bed,double bed,25429
4194,Diamond Lodge,Double Room,single bed,double bed,7120
4195,Delightful place,Double Room,,double bed,5273
4196,Hills View Apartments,One-Bedroom Apartment,,double bed,6668
4197,Cosy Bedroom with SHARED BATHROOM in a Three Bedroom Town House,Deluxe King Room,,double bed,8210
4198,Spacious basement studio apartment,One-Bedroom Apartment,,double bed,7781
4199,Hyatt House Manchester,Queen Studio with Kitchenette,,double bed,23777
4200,Leonardo Hotel Manchester Central - Formerly Jurys Inn,Double Room with Extra Bed,single bed,double bed,26345
4201,Albert View Rooms,Standard Double Room,single bed,double bed,3845
4202,Beautiful Detached Villa - Jacuzzi Bath - Parking,Five-Bedroom House,,double bed,25583
4203,Luxury Duplex Penthouse,Duplex Apartment,,double bed,21147
4204,Luxury Modern House In The Heart of Manchester,Four-Bedroom House,single bed,double bed,32041
4205,3 BR Property in Prestwich 15 mins from Manchester City Centre Garden Free parking Superfast WIFI Netflix,Three-Bedroom House,single bed,double bed,16478
4206,Lovely apartment available to rent in Old Trafford,One-Bedroom Apartment,,double bed,6097
4207,Impeccable 4-Bed House Near Manchester City Centre,Four-Bedroom House,,double bed,25429
4208,Spectacular Apartment Balcony View In City Centre,Two-Bedroom Apartment,,double bed,16190
4209,Spacious House in Central Manchester,Three-Bedroom House,single bed,double bed,9608
4210,M18 Abbey Hey Guesthouse,Three-Bedroom House,single bed,double bed,11154
4211,Nice Residential Within Easy Reach To Town,Holiday Home,,double bed,28379
4212,Lovely 3 Bed Short Stay,Apartment,single bed,double bed,9755
4213,Quiet residential area within easy reach to town,Holiday Home,,double bed,31227
4214,JPG Tower Suite - 22nd Floor Canal & City Views,Deluxe Apartment,,double bed,13122
4215,Spacious and amazing 4 bedroom detached house,Four-Bedroom House,,double bed,22612
4216,Nice Residential Within Easy Reach Of Town,Three-Bedroom Apartment,,double bed,31148
4217,"Casa Jungle Slps 20 Mcr Centre Hot tub, bar and cinema Room Leisure suite",Three-Bedroom Apartment,single bed,double bed,105278
4218,Watan Cottage - Spacious 3 Bedrooms Entire House With Beautiful Outdoor Garden,Three-Bedroom House,single bed,double bed,28837
4219,PREMIER Apartments Manchester,One-Bedroom Apartment,single bed,double bed,18207
4220,CitySuites Two Aparthotel,Studio Apartment,,double bed,28196
4221,"Manchester City Centre Modern 3bed 2bath Apartment PENTHOUSE Northern Quarter, Sleeps 10",Apartment,single bed,double bed,81272
4222,Copper and Blossom,Apartment - Split Level,,double bed,39548
4223,Alban Townhouse,Two-Bedroom Apartment,single bed,double bed,15563
4224,"Apartment No 1 - The Old Red King Pub, Whitefield, Manchester",Apartment,,double bed,18309
4225,City Central Kind Rooms,Deluxe Triple Room,single bed,double bed,11698
4226,The Old Vicarage Lodge,Apartment,,double bed,16275
4227,Quay Apartments Manchester,Two-Bedroom Apartment,single bed,double bed,23395
4228,Amersham Park Apartment,Three-Bedroom House,single bed,double bed,16331
4229,Penthouse Warehouse Slps 18 (61),Apartment,,double bed,55945
4230,Stunning Penthouse Slps 20 (38 A4),Apartment,,double bed,57979
4231,"Chalet Studio - 84 Seymour Grove, Manchester",One-Bedroom Apartment,,double bed,6866
4232,Converted warehouse Slps 14 (38 A1),Apartment - Ground Floor,,double bed,43230
4233,"Slps 14 Hot Tub, Bar & Outdoor Terrace",Apartment - Ground Floor,,double bed,61031
4234,"Holiday Inn Express - Manchester - TRAFFORDCITY, an IHG Hotel",Double Room,single bed,double bed,10273
4235,CitySuites Aparthotel,Studio Apartment,,double bed,28562
4236,Black Lion Hotel,Deluxe King Room,,double bed,15040
4237,Star Apartments,Standard Studio,single bed,double bed,6612
4238,Stay Inn Manchester,Double Room,single bed,double bed,16511
4239,Quay Apartments,Studio Apartment,single bed,double bed,16173
4240,Miller & Carter Heaton Chapel by Innkeeper's Collection,Double or Twin Room,single bed,double bed,7629
4241,The Balmoral Hub,One-Bedroom Apartment,,double bed,9663
4242,Milverton Hotel,Double Room with Private Bathroom,single bed,double bed,7629
4243,Brand new modern 1 bed apartment near Old Trafford Stadium,One-Bedroom Apartment,,double bed,5685
4244,City center,Standard Double Room,,double bed,9155
4245,Manchester Apartment with Free Gated Parking,One-Bedroom Apartment,single bed,double bed,9979
4246,New Union,Double Room,single bed,double bed,11189
4247,Axel room 2,Double Room,,double bed,3255
4248,MODERN APARTMENT/ BED ROOM WITH AN ATTACHED BATH,Double Room with Private Bathroom,,double bed,5493
4249,Axel's Rooms 1,Double Room with Shared Bathroom,,double bed,5493
4250,Fully equipped one bedroom apartment near Old Trafford Stadium!,One-Bedroom Apartment,,double bed,5685
4251,Hazeldean,Family Room,single bed,double bed,8697
4252,Pillo Rooms Serviced Apartments - Salford,One-Bedroom Apartment,,double bed,4882
4253,The Cow Hollow Hotel,Standard King Room,,double bed,22276
4254,Lovely 2 Bedroom Apartments In Manchester,Standard Apartment,,double bed,11596
4255,House in the Heart of Manchester,Family Room with Private Bathroom,,double bed,13732
4256,The King Stay,Two-Bedroom Apartment,,double bed,14418
4257,Bridgewater House - Luxury Private Room & Bathroom,Double Room with Private Bathroom,,double bed,5594
4258,Mercure Manchester Piccadilly Hotel,Classic Double Room High Floor,single bed,double bed,20364
4259,The Spread Eagle,Standard Twin Room,single bed,double bed,6103
4260,Cosy & Stylish One Bedroom Apartment,One-Bedroom Apartment,,double bed,10630
4261,Woodthorpe Hotel,Standard King Room,,double bed,10680
4262,Private entrance 1 bed studio near Salford Royal,Deluxe King Studio,,double bed,7232
4263,The Mitre Hotel,Double Room,single bed,double bed,13802
4264,Gorton Mount Hotel Manchester,Double Room with Shared Bathroom,single bed,double bed,4069
4265,easyHotel Manchester,Lower Ground Double Room With Window,single bed,double bed,14138
4266,"Weaste Hotel, West Manchester",Double Economy,single bed,double bed,3792
4267,Regency GuestHouse Manchester North,Double Room with Shared Bathroom,single bed,double bed,4614
4268,"Purple Blossom 2-bed Christie Hospital - free parking, Netflix",Two-Bedroom Apartment,,double bed,9684
4269,133 A Park Road,Apartment,single bed,,6001
4270,Mulberry House,Two-Bedroom Apartment,,double bed,18248
4271,Modern and Spacious City Centre Apartment,One-Bedroom Apartment,,double bed,12852
4272,Cozy Home Away From Home in Manchester.,Three-Bedroom House,single bed,double bed,18126
4273,"2 bedroom apartment with Free parking WI-FI, very close to Manchester City Centre",Two-Bedroom Apartment,single bed,double bed,12104
4274,Media City Salford Quays,One-Bedroom Apartment,,double bed,11189
4275,Luxury 1 Bed apartment with parking,One-Bedroom Apartment,,double bed,11403
4276,BIG ROOM rusholme WITH TV AND PRIVATE BATHROOM-parking&wifi,Deluxe Family Suite,,double bed,5615
4277,Arena House,Economy Double Room,single bed,double bed,9968
4278,Stunning 2bedroom Apartment,Two-Bedroom Apartment,,double bed,16524
4279,Flat In Greater Manchester,Two-Bedroom Apartment,,double bed,13223
4280,"The Waterside Bar, Rooms & Restaurant",Twin Room with Shower,single bed,double bed,10172
4281,The Pleasant House,Double Room with Shared Bathroom,single bed,double bed,5085
4282,Failsworth Luxury Apartment with Free Parking,One-Bedroom Apartment,single bed,double bed,9979
4283,The Pleasant House,Deluxe Double Room,,double bed,5217
4284,Two Bedroom ensuite in Manchester with secured parking by Neofinix.,Two-Bedroom Apartment,,double bed,12694
4285,Piccadilly Central,Standard Triple Room,single bed,double bed,16275
4286,"Trivelles Mayfair,stockport",Loft Double Room,single bed,double bed,4114
4287,Empress House,Superior Studio with Shared Bathroom,,double bed,4069
4288,Double room (3) with private bathroom,Double Room with Private Bathroom,,double bed,5594
4289,M6 Guest House,Double Room with Shared Bathroom,,double bed,9612
4290,Corporation Street Apartment,Apartment - Split Level,,double bed,16275
4291,Stylish and Comfy 5star Location Free Parking,Two-Bedroom House,,double bed,11672
4292,The Greenhaus by The Jacksonheim Boutique,Three-Bedroom Apartment,,double bed,10253
4293,Eaglet luxury home,Three-Bedroom House,,double bed,10070
4294,Dream Holiday Home,Three-Bedroom House,single bed,double bed,14574
4295,"Townhouse 4 Bed FREE Parking, close to Man Utd FC",One-Bedroom Villa,,double bed,35601
4296,Delightful Period Conversion,Two-Bedroom Apartment,,double bed,9612
4297,Stylish Suite near Manchester City Centre with free parking.,One-Bedroom Apartment,single bed,,8530
4298,Stylish Haven In Manchester with Parking by Neofinixdotcom,Two-Bedroom Apartment,,double bed,12308
4299,Panoramic Views High Floor Apartment,Two-Bedroom Apartment,,double bed,23150
4300,AFFORDABLE Two BEDROOM PENTHOUSE CLOSE TO MANCHESTER CITY CENTRE OLD TRAFFORD,Two-Bedroom Apartment,,double bed,14574
4301,Quality Apartments Melbourne Central,Studio Loft Apartment,single bed,double bed,8213
4302,Courtyard by Marriott Melbourne Flagstaff Gardens,Premium King Room,,double bed,12323
4303,Dorsett Melbourne,Dorsett King,,double bed,9815
4304,Crest on Park,Superior King Room,,double bed,9162
4305,Treasury on Collins,Heritage King Suite,single bed,double bed,20638
4306,Crest on Barkly Hotel,Standard Queen Room,single bed,double bed,7608
4307,Parkville Motel,Standard Queen Room,single bed,double bed,6429
4308,Amora Hotel Riverwalk,Courtyard Queen Room with Balcony,single bed,double bed,10943
4309,Exclusive 2B2B Swanston Central Apartment with NETFLIX WIFI,Two-Bedroom Apartment,,double bed,7320
4310,ibis Melbourne Central,Compact Double Room,single bed,double bed,7447
4311,Liberty One,One-Bedroom Apartment,,double bed,11741
4312,Rendezvous Hotel Melbourne,Commerce Queen Room,single bed,double bed,8157
4313,Causeway 353 Hotel,Deluxe King Room,single bed,double bed,10126
4314,Crown Promenade Melbourne,Standard King Room,,double bed,11733
4315,ibis Styles Kingsgate Hotel,Standard Double Room,single bed,double bed,6215
4316,The Savoy Hotel on Little Collins Melbourne,Savoy Queen Room,single bed,double bed,12407
4317,Hotel Grand Chancellor Melbourne,Classic Queen Room,single bed,double bed,7983
4318,Crown Metropol Melbourne,Luxe King Room,,double bed,12805
4319,Clarion Suites Gateway,Studio,single bed,double bed,10662
4320,Quincy Hotel Melbourne,King or Twin Room - Celestial,single bed,double bed,8326
4321,Best Western Melbourne City,Shoebox Double Room,single bed,double bed,9309
4322,Melbourne Central YHA,Double Room with Shared Bathroom,,double bed,6268
4323,YTI Garden Hotel,Studio Apartment,single bed,double bed,6911
4324,Sheraton Melbourne Hotel,Traditional King Room,,double bed,13662
4325,Rydges Melbourne,King Room,single bed,double bed,11412
4326,Novotel Melbourne South Wharf,Standard Queen Room,,double bed,12001
4327,Toorak Manor Hotel,Standard Queen Room,single bed,double bed,8037
4328,CitiClub Hotel Melbourne,Superior Queen Room,single bed,double bed,7286
4329,The Langham Melbourne,Superior King,,double bed,13662
4330,Atlantis Hotel Melbourne,Superior Queen Room - Disability Access,single bed,double bed,6973
4331,YTI Garden Hotel,Studio Apartment,single bed,double bed,6911
4332,ibis Melbourne Hotel and Apartments,Standard Queen Room,single bed,double bed,7019
4333,YEHS Hotel Melbourne CBD,Standard Twin Room,single bed,double bed,6347
4334,Novotel Melbourne On Collins,Standard Queen Room,single bed,double bed,11144
4335,The Victoria Hotel,Heritage Twin Room,single bed,double bed,6965
4336,Art Series - The Cullen,Studio Suite,,double bed,10126
4337,ibis Budget - Melbourne CBD,Standard Queen Room,single bed,double bed,6161
4338,Pint On Punt Backpackers,Double Room with Shared Bathroom,single bed,double bed,5344
4339,Nightcap at Skyways Hotel,Queen Studio,single bed,double bed,9001
4340,Royal Hotel by Nightcap Social,Standard Double Room with Shared Bathroom,single bed,double bed,6429
4341,Mercure Welcome Melbourne,Standard Queen Room,single bed,double bed,7608
4342,Batman's Hill on Collins,Standard Twin Room,single bed,double bed,5940
4343,WRAP on Southbank,Heritage Studio Apartment,,double bed,9108
4344,Imagine Marco,One-Bedroom Apartment,single bed,double bed,9590
4345,Quest St Kilda Road,Studio,single bed,double bed,8551
4346,"Adina Apartment Hotel Melbourne, Pentridge",Standard Double or Twin Room,,double bed,9991
4347,Mantra 100 Exhibition,One-Bedroom Apartment,,,8197
4348,Citadines on Bourke Melbourne,Deluxe Studio Apartment,single bed,double bed,9912
4349,"Holiday Inn Express Melbourne Southbank, an IHG Hotel",Standard Room - Non-Smoking,single bed,double bed,9912
4350,Hotel Collins,Studio Apartment,single bed,double bed,10078
4351,Best Western Melbourne Airport,Premier Studio,single bed,double bed,11058
4352,Peppers Docklands,Peppers Petite,single bed,double bed,10447
4353,Adara Richmond,Studio Apartment,,double bed,9644
4354,"Holiday Inn Melbourne Airport, an IHG Hotel",Standard Room,,double bed,17895
4355,The Canvas Apartment Hotel,One-Bedroom Apartment,,double bed,9590
4356,WRAP on Southbank,Heritage Studio Apartment,,double bed,9108
4357,Oaks Melbourne on Market Hotel,Studio Apartment,single bed,double bed,9590
4358,Sixty Two On Grey Serviced Apartments,Studio,,double bed,8144
4359,Grosvenor 3121 Richmond,Studio Apartment,single bed,double bed,8847
4360,Quest Docklands,Studio Apartment,single bed,double bed,10662
4361,Mantra Melbourne Airport,Executive Studio,single bed,double bed,11733
4362,Imagine Marco,One-Bedroom Apartment,single bed,double bed,9590
4363,Mercure Melbourne Southbank,Superior Queen Room,single bed,double bed,9620
4364,Hume Villa Motor Inn,Studio,single bed,double bed,8037
4365,lyf Collingwood Melbourne,One of a Kind,,double bed,8840
4366,ibis Budget - Fawkner,Standard Twin Room,single bed,double bed,5304
4367,Great Southern Hotel Melbourne,Standard Queen Room,single bed,double bed,5036
4368,Oakwood Premier Melbourne,Deluxe Twin Room,single bed,double bed,10715
4369,MVV Motel & Comfy Kew Apartments,Standard Studio,single bed,double bed,6914
4370,Naima Hotel,Studio with Balcony and Kitchen - Twin bedding available on request,single bed,double bed,8200
4371,Tolarno Hotel,Piccolo Room,,double bed,6786
4372,Oaks Melbourne Southbank Suites,One-Bedroom Apartment,,double bed,9590
4373,Grand Hyatt Melbourne,King Room,single bed,double bed,17573
4374,Grand Hotel Melbourne,Studio Apartment,single bed,double bed,11198
4375,Movenpick Hotel Melbourne On Spencer,King Room,single bed,double bed,11147
4376,Four Points by Sheraton Melbourne Docklands,"Guest Room, 1 King",,double bed,10662
4377,Mantra on Little Bourke,Executive Studio,single bed,double bed,11787
4378,Travelodge Hotel Melbourne Docklands,Standard King Room,single bed,double bed,8157
4379,Melbourne South Yarra Central Apartment Hotel,One-Bedroom Apartment,single bed,double bed,9841
4380,St Georges Motor Inn,Queen Room with Spa Bath,single bed,double bed,7912
4381,Quest St Kilda Road,Studio,single bed,double bed,8551
4382,Quality Hotel Melbourne Airport,Superior Studio Room,single bed,double bed,11144
4383,Melbourne City Backpackers,Private Double Room with Shared Bathroom (2 Guests),single bed,double bed,7233
4384,Davis Avenue Apartments,Studio Apartment,,double bed,7447
4385,Comfort Apartments Royal Gardens,Standard King Room - Non Smoking,single bed,double bed,10662
4386,Melbourne City Apartments - Teri,Superior Apartment,,double bed,11307
4387,Mantra 100 Exhibition,One-Bedroom Apartment,,,8197
4388,"Holiday Inn Express Melbourne Little Collins, an IHG Hotel",Standard Room with Queen Bed - Non-Smoking,single bed,double bed,10447
4389,Stamford Plaza Melbourne,Superior Queen Room,,double bed,10525
4390,BEST WESTERN PLUS Travel Inn,Deluxe Queen Room,single bed,double bed,10394
4391,Oaks Melbourne on William Suites,Studio,single bed,double bed,8519
4392,"City-view High Rise 2BR Apt w/Pool, Sauna Gym, Library near Southern Cross Station Melbourne CBD",Two-Bedroom Apartment,,double bed,8197
4393,Naughtons Hotel,Standard Queen Room,single bed,double bed,8733
4394,Imagine Wrap,1 Bedroom Apartment,,double bed,9054
4395,Hyatt Centric Melbourne,Twin Room,single bed,double bed,12055
4396,Veriu Queen Victoria Market,Veriu Suite,single bed,double bed,12323
4397,View Melbourne,Best Value Room,single bed,double bed,9620
4398,Mercure Melbourne Albert Park,Standard King Room,single bed,double bed,9054
4399,Mantra on Russell,Studio Apartment,single bed,double bed,11733
4400,Punthill Essendon,Studio Apartment,single bed,double bed,10930
4401,Alto Hotel On Bourke,Small Queen Room,single bed,double bed,9590
4402,Bright Urban Oasis,One-Bedroom Apartment,single bed,double bed,8551
4403,Brady Hotels Central Melbourne,Brady Queen Room,single bed,double bed,10662
4404,Hilton Melbourne Little Queen Street,King Guest Room,single bed,double bed,14734
4405,Spencer Street Apartments,Executive One-Bedroom Apartment with Balcony,,double bed,15459
4406,Hotel Collins,Studio Apartment,single bed,double bed,10078
4407,Flinders Landing Apartments,One-Bedroom Basement Apartment,single bed,double bed,14466
4408,Melbourne 2 bedrooms unit for hire,Two-Bedroom Apartment,single bed,double bed,6268
4409,Brady Hotels Jones Lane,King Room,single bed,double bed,12269
4410,Art Series - The Olsen,Studio Suite,single bed,double bed,10662
4411,Next to Mel Uni 2BR Best choice for students,Two-Bedroom Apartment,single bed,,7447
4412,lovely 1 Bedroom apt + Free parking,One-Bedroom Apartment,,double bed,22224
4413,Flinders Backpackers,Budget Double Room,single bed,double bed,4822
4414,Europa Melbourne,Private 2 Bed Dorm with Shared Bathroom (2 persons),single bed,,5344
4415,QT Melbourne,QT King Room,single bed,double bed,16555
4416,Punthill Apartment Hotel - Little Bourke,Studio Apartment,single bed,double bed,6751
4417,Nightcap at Excelsior Hotel,Queen Studio with Free Welcome Drink for Two Guests,single bed,double bed,7715
4418,Melbourne Marriott Hotel Docklands,Deluxe Guest room with 1 King,,double bed,12858
4419,Nomads St Kilda - Base,Double Room with Private Bathroom,single bed,double bed,7016
4420,Clarendon Hotel,Deluxe Queen Room,single bed,double bed,9001
4421,Elizabethan Lodge,Twin Room,single bed,double bed,8304
4422,Pullman Melbourne On the Park,Superior King Room,single bed,double bed,14176
4423,Essendon Motel,Standard Queen Room,single bed,double bed,6161
4424,Novotel Melbourne Preston,Standard Double Room,single bed,double bed,9590
4425,Quality Apartments Melbourne Central,Studio Loft Apartment,single bed,double bed,8213
4426,Punthill Essendon North,Studio Apartment,single bed,double bed,10447
4427,Punthill Essendon North,Studio Apartment,single bed,double bed,10447
4428,Punthill South Yarra Grand,Studio Apartment,single bed,double bed,10340
4429,Birches Serviced Apartments,Standard Twin Room,single bed,double bed,9376
4430,Vintage peaceful 2Bdr home in South Mel (TF1SM23),Two-Bedroom House,,double bed,9596
4431,lovely 1 Bedroom apt + Free parking,One-Bedroom Apartment,,double bed,22224
4432,Melbourne Metropole Central,Studio,single bed,double bed,9049
4433,Saint Kilda Beach Hotel - formerly Rydges St Kilda,Superior Queen Room,single bed,double bed,9054
4434,Selina Central Melbourne,Double Room with Shared Bathroom,,double bed,6777
4435,Rooftop Pool 2BR Apt #FreeParking @ Marvel Stadium,Two-Bedroom Apartment,,double bed,12537
4436,Collingwood Studio Hideaway,Studio,,double bed,11332
4437,Adara Richmond,Studio Apartment,,double bed,9644
4438,Park Regis Griffin Suites,Studio King or Twin Room,single bed,double bed,6965
4439,Seasons Botanic Gardens,Studio Apartment,single bed,double bed,9111
4440,The Sebel Melbourne Moonee Ponds,One-Bedroom Apartment with Queen Bed and Balcony,single bed,double bed,11680
4441,Space Hotel,Double Room with Shared Bathroom,single bed,double bed,7447
4442,The Hotel Windsor,Traditional Queen Room,single bed,double bed,13770
4443,Arrow on Swanston,Standard Studio,single bed,double bed,4968
4444,Element Melbourne Richmond,King Room,,double bed,10662
4445,Apartments of South Yarra,One-Bedroom Apartment,single bed,double bed,10132
4446,The Nunnery Accommodation,Budget Twin Room with Shared Bathroom,single bed,double bed,8037
4447,Adina Apartment Hotel Melbourne,Studio,single bed,double bed,11530
4448,"Kimberley Gardens Hotel, Serviced Apartments and Serviced Villas",Superior Queen Room,single bed,double bed,7956
4449,City Edge North Melbourne Apartment Hotel,Deluxe Twin Studio,single bed,double bed,9632
4450,"Hotel Indigo Melbourne on Flinders, an IHG Hotel",Standard King Room,single bed,double bed,11524
4451,Courtyard by Marriott Melbourne Flagstaff Gardens,Premium King Room,,double bed,12323
4452,Meriton Suites King Street Melbourne,Mini Studio,single bed,double bed,11251
4453,Crown Towers Melbourne,Premier King Room,,double bed,24592
4454,Middle Park Hotel,Deluxe Double Room,,double bed,11605
4455,Essence Hotel Carlton,Double Standard,single bed,double bed,7151
4456,Adara Richmond,Studio Apartment,,double bed,9644
4457,voco Melbourne Central,Standard Room,single bed,double bed,14948
4458,Punthill Apartment Hotel - Manhattan,One Bedroom Apartment - Stair Access,single bed,double bed,10662
4459,Brady Apartment Hotel Flinders Street,Studio Apartment,single bed,double bed,10126
4460,Clocktower Apartment Hotel,Budget One-Bedroom Apartment,single bed,double bed,11787
4461,ibis Budget - Melbourne Airport,Twin Room with Bunk Bed,single bed,double bed,13073
4462,The Canvas Apartment Hotel,One-Bedroom Apartment,,double bed,9590
4463,Winston Apartments Docklands,Standard two bedroom one bathroom with river/harbour view,single bed,double bed,14948
4464,Seasons Heritage Melbourne,Economy Double Room,,double bed,4535
4465,Quest Collingwood,Studio,,double bed,14948
4466,Selina St Kilda Melbourne,Double Room with Shared Bathroom,single bed,double bed,6188
4467,Melbourne Marriott Hotel,"Premier, Guest room, 1 Queen",,double bed,16555
4468,Melbourne Carlton Central Apartment Hotel,Studio Apartment,single bed,double bed,12181
4469,Georgian Court B&B Guest House,Double Room,single bed,double bed,6697
4470,Lanbruk Richmond Hill,Studio Apartment,,double bed,10662
4471,Oaks Melbourne on Lonsdale Suites,Studio Apartment,single bed,double bed,9054
4472,Aura on Flinders Serviced Apartments,One-Bedroom Apartment with Balcony,single bed,double bed,12269
4473,The Prince,Double Room,,double bed,11090
4474,Sofitel Melbourne On Collins,Superior King Room,single bed,double bed,19770
4475,Quest Prahran,Superior One-Bedroom Apartment,single bed,double bed,10447
4476,Quest on Dorcas,One-Bedroom Apartment,single bed,double bed,10391
4477,Anchorage Apartments Hampton,One-Bedroom Apartment,,double bed,12269
4478,Brighton Serviced Apartments,One-Bedroom Apartment,single bed,double bed,9563
4479,Shadow Play by Peppers,One-Bedroom Apartment,,double bed,13876
4480,Brady Apartment Hotel Hardware Lane,One Bedroom Apartment,single bed,double bed,12269
4481,Oaks Melbourne on Market Hotel,Studio Apartment,single bed,double bed,9590
4482,Sakura Serviced Apartments,Modern Studio Apartment,single bed,double bed,14188
4483,"The Ritz-Carlton, Melbourne",Deluxe King,,double bed,25449
4484,Maruve Guesthouse 12 min from Melb airport,Double Room with Private Bathroom,single bed,double bed,4822
4485,Mantra Southbank,One-Bedroom Apartment,single bed,double bed,11733
4486,Punthill Ivanhoe,One Bedroom Apartment,single bed,double bed,11198
4487,Sixty Two On Grey Serviced Apartments,Studio,,double bed,8144
4488,Pegasus Apart-Hotel,Queen Studio,single bed,double bed,7323
4489,"InterContinental Melbourne The Rialto, an IHG Hotel",Classic Room,,double bed,15537
4490,The Westin Melbourne,Westin Twin Room with Two Double Beds - Disability Access,single bed,double bed,19020
4491,SoYa Apartment Hotel,Standard One-Bedroom Apartment,single bed,double bed,9590
4492,Centrepoint Units Heidelberg,One-Bedroom Apartment,single bed,double bed,12805
4493,Exceptional views 2Bdr2Bath Apt in CBD (TF600223),Two-Bedroom Apartment,,double bed,11042
4494,Park Hyatt Melbourne,King Room,single bed,double bed,17988
4495,Pullman Melbourne Albert Park,Classic Room,single bed,double bed,11198
4496,College Lawn Hotel,Budget Double Room,,double bed,4554
4497,The Village Melbourne,Standard Double Room,,double bed,8037
4498,Elizabeth Hostel,Economy Double Room with Shared Bathroom,single bed,double bed,6161
4499,Le Méridien Melbourne,Deluxe King Room,,double bed,14359
4500,Adelphi Hotel,Premier King,single bed,double bed,16788
4501,Quest NewQuay,Studio Apartment,,double bed,9723
4502,Quest Ivanhoe,Studio Apartment,,double bed,13640
4503,Carlton Lygon Lodge,Standard Suite,single bed,double bed,9644
4504,The Sebel Melbourne Docklands Hotel,One-Bedroom Apartment,,double bed,11733
4505,Quest Bundoora,Studio,single bed,double bed,12269
4506,Grosvenor 3121 Richmond,Studio Apartment,single bed,double bed,8847
4507,CentralCharm 2Bdr apt with Free Parking (TF151122),Two-Bedroom Apartment,,double bed,9596
4508,Hotel Sophia,Economy Double Room with Shared Bathroom,single bed,double bed,6911
4509,Stunning 1 Bedroom Apartment w Huge Balcony next to Queen Vic Market,One-Bedroom Apartment,,double bed,5401
4510,Platinum City Serviced Apartments,One-Bedroom Apartment,single bed,double bed,8321
4511,Laneways by Ovolo,Downtown Studio,,double bed,15728
4512,Quest Docklands,Studio Apartment,single bed,double bed,10662
4513,Lancemore Crossley St. Melbourne,Lancemore King Room,single bed,double bed,14412
4514,District Apartments Fitzroy,One-Bedroom Apartment,,double bed,17252
4515,Harbour Apartment - Docklands,One-Bedroom Apartment,,double bed,10608
4516,Punthill Apartment Hotel - Flinders Lane,Studio Apartment,single bed,double bed,10180
