Hotel_Name,wifi_box,location,number_of_reviews,user_ratings,Star_Rating,review_score,Family_rooms,Non_Smoking_Rooms,Restaurant,bar,Heating,Lifts,Breakfast,Single_Bed,Double_bed,Room_type,price
Perouse Randwick by Sydney Lodges,yes,"6 Perouse Road, Randwick, 2031 Sydney, Australia",709 reviews,8.0,4.5 out of 5,Very good,no,yes,no,NA,yes,yes,NA,single bed,double bed,Small Double Room,"₹ 12,991"
202 Elizabeth,yes,"202 Elizabeth Street, 2010 Sydney, Australia",294 reviews,9.0,5 out of 5,Superb,no,yes,no,Bar,yes,yes,NA,NA,double bed,The Surry,"₹ 19,770"
Ace Hotel Sydney,yes,"47 Wentworth Avenue, Sydney CBD, 2000 Sydney, Australia","1,197 reviews",8.8,4 out of 5,Fabulous,no,yes,yes,Bar,yes,yes,NA,NA,double bed,Small Room - Queen or King,"₹ 27,271"
Travelodge Hotel Hurstville Sydney,yes,"6 Cross Street, 2220 Sydney, Australia","1,986 reviews",8.8,5 out of 5,Fabulous,yes,yes,no,Bar,yes,no,Continental,single bed,double bed,Executive King Room,"₹ 16,830"
Three Rooms Sydney,yes,"61-63 MacLeay Street, Potts Point, 2011 Sydney, Australia",21 reviews,7.8,5 out of 5,Good,yes,yes,no,Bar,yes,no,NA,NA,double bed,Two-Bedroom Apartment,"₹ 21,699"
Little National Hotel Sydney,yes,"26 Clarence Street, Sydney CBD, 2000 Sydney, Australia","4,292 reviews",9.2,5 out of 5,Superb,no,yes,no,Bar,yes,yes,NA,NA,double bed,Little National King Room,"₹ 26,735"
A by Adina Sydney,yes,"2 Hunter Street, Sydney CBD, 2000 Sydney, Australia","3,276 reviews",8.8,4 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,NA,single bed,double bed,One-Bedroom Apartment,"₹ 27,806"
YEHS Hotel Sydney Harbour Suites,yes,"258 Sussex Street, Sydney CBD, 2000 Sydney, Australia","3,916 reviews",8.3,5 out of 5,Very good,no,yes,no,Bar,yes,yes,NA,single bed,double bed,Deluxe One-Bedroom Suite,"₹ 19,649"
1 Private Double Bed With En-Suite Bathroom In Sydney CBD Near Train UTS DarlingHar&ICC&C hinatown - ROOM ONLY,yes,"2010 Sydney, Australia",124 reviews,7.2,4.5 out of 5,Good,no,no,no,Bar,yes,no,NA,NA,double bed,Double Room,"₹ 10,030"
Wildlife Retreat at Taronga,yes,"2a Bradleys Head Road, Mosman, 2088 Sydney, Australia","1,559 reviews",9.4,4.5 out of 5,Superb,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Halal, Gluten-free, Kosher",NA,double bed,"Bushland View Room - Breakfast, Tour & Zoo Admission","₹ 42,674"
SKYE Suites Green Square,yes,"8 Tweed Place, 2017 Sydney, Australia","2,149 reviews",9.1,5 out of 5,Superb,no,yes,no,Bar,no,no,NA,NA,double bed,One Bed Suite 55,"₹ 28,396"
Quest North Sydney,yes,"223 Miller Street, North Sydney, 2060 Sydney, Australia","1,543 reviews",8.8,5 out of 5,Fabulous,no,yes,no,NA,yes,yes,NA,NA,double bed,Studio Apartment,"₹ 19,770"
Veriu Green Square,yes,"18 O'Riordan st, 2015 Sydney, Australia","1,632 reviews",8.4,4 out of 5,Very good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,Comfy Queen,"₹ 19,823"
Vibe Hotel North Sydney,yes,"171 Pacific Highway, North Sydney, 2060 Sydney, Australia","2,547 reviews",8.3,5 out of 5,Very good,no,yes,no,NA,yes,yes,NA,single bed,double bed,Deluxe Double or Twin Room,"₹ 15,382"
The Branksome Hotel & Residences,yes,"60 Robey Street, Mascot, 2020 Sydney, Australia","2,949 reviews",8.5,5 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Halal, Gluten-free, Asian",single bed,double bed,Studio Deluxe Suite,"₹ 19,647"
Sofitel Sydney Darling Harbour,no,"12 Darling Drive, Sydney CBD, 2000 Sydney, Australia","5,976 reviews",8.5,4 out of 5,Very good,no,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Asian, American",NA,double bed,Superior King Room with Jones Bay View,"₹ 37,450"
Spicers Potts Point,yes,"122 Victoria St, Potts Point, 2011 Sydney, Australia",341 reviews,9.3,4 out of 5,Superb,no,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free, American",NA,double bed,King Room - Disability Access,"₹ 27,271"
Studio 8 Residences - Adults Only,yes,"8 Tucker Street, , Ryde, 2112 Sydney, Australia","1,145 reviews",8.8,4 out of 5,Fabulous,no,yes,no,NA,yes,yes,NA,single bed,double bed,Deluxe Queen Studio,"₹ 17,037"
Veriu Broadway,yes,"35 Mountain Street, Ultimo, 2007 Sydney, Australia",531 reviews,8.4,5 out of 5,Very good,yes,yes,no,Bar,yes,yes,NA,single bed,double bed,Junior Suite Deluxe,"₹ 24,716"
Value Suites Green Square,yes,"16 O'Riordan Street, 2015 Sydney, Australia","1,756 reviews",8.1,5 out of 5,Very good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,Queen Suite,"₹ 16,019"
Pullman Sydney Airport,yes,"191 O Riordan Street, Mascot, 2020 Sydney, Australia","1,499 reviews",8.4,4 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Vegetarian, Gluten-free, Asian",NA,double bed,Deluxe Executive King Room - High Floor,"₹ 29,419"
Veriu Camperdown,yes,"84-86 Parramatta Road, Camperdown, 2050 Sydney, Australia",256 reviews,7.9,3 out of 5,Good,yes,yes,no,NA,yes,yes,NA,NA,double bed,One Bedroom Apartment,"₹ 21,431"
"Kimpton Margot Sydney, an IHG Hotel",yes,"339 Pitt Street, Sydney CBD, 2000 Sydney, Australia",564 reviews,8.9,4 out of 5,Fabulous,no,yes,yes,Bar,yes,yes,"Vegetarian, Vegan, Gluten-free",single bed,double bed,Essential King Room,"₹ 32,093"
Quest St Leonards,yes,"6-16 Atchison Street, St Leonards, St Leonards, 2065 Sydney, Australia",944 reviews,8.6,4.5 out of 5,Fabulous,yes,yes,no,NA,yes,yes,NA,single bed,double bed,Studio Apartment,"₹ 15,903"
The Old Clare Hotel,yes,"1 Kensington Street, Chippendale, Sydney CBD, 2008 Sydney, Australia",704 reviews,8.7,4 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,"Vegetarian, Vegan, Gluten-free",NA,double bed,King Room - Connell,"₹ 23,520"
Ovolo Woolloomooloo,yes,"6 Cowper Wharf Roadway, Woolloomooloo, Woolloomooloo, 2011 Sydney, Australia","1,259 reviews",8.6,4 out of 5,Fabulous,no,yes,no,Bar,yes,yes,"Continental, Vegan",NA,double bed,Partner offer option,"₹ 26,598"
Zara Tower – Luxury Suites and Apartments,yes,"61-65 Wentworth Ave , Sydney CBD, 2000 Sydney, Australia","1,296 reviews",8.7,4 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,NA,NA,double bed,One-Bedroom Apartment,"₹ 29,451"
Adina Apartment Hotel Bondi Beach Sydney,yes,"69-73 Hall Street, Bondi Beach, Bondi, 2026 Sydney, Australia",913 reviews,8.5,4.5 out of 5,Very good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,Two-Bedroom Apartment,"₹ 44,129"
QT Sydney,yes,"49 Market Street, Sydney CBD, 2000 Sydney, Australia","2,461 reviews",8.9,4.5 out of 5,Fabulous,no,yes,no,Bar,yes,yes,"Continental, Vegetarian, Halal, Gluten-free, American",single bed,double bed,QT King Room,"₹ 25,663"
Veriu Central,yes,"75 Wentworth Avenue, Sydney CBD, 2000 Sydney, Australia","2,501 reviews",7.5,5 out of 5,Good,yes,no,no,Bar,yes,yes,"Continental, American",single bed,double bed,Micro Double,"₹ 19,823"
PARKROYAL Parramatta,yes,"30 Phillip Street, Parramatta, Parramatta, 2150 Sydney, Australia","3,396 reviews",8.2,4 out of 5,Very good,yes,yes,no,Bar,yes,yes,NA,NA,double bed,Superior King Corner Room,"₹ 24,056"
The Sebel Quay West Suites Sydney,yes,"98 Gloucester Street, The Rocks, Sydney CBD, 2000 Sydney, Australia","1,561 reviews",8.7,5 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,"Continental, Vegetarian, Vegan, Gluten-free",NA,double bed,Deluxe One-Bedroom Apartment with City View,"₹ 24,913"
Establishment Hotel,yes,"5 Bridge Lane, Sydney CBD, 2000 Sydney, Australia",788 reviews,8.4,5 out of 5,Very good,no,yes,no,Bar,yes,yes,"Continental, Vegetarian, Gluten-free",NA,double bed,Establishment Room,"₹ 28,694"
Coogee Bay Boutique Hotel,yes,"9 Vicar Street, Coogee, Coogee, 2034 Sydney, Australia",421 reviews,9.0,5 out of 5,Superb,no,yes,no,Bar,yes,yes,NA,single bed,double bed,Boutique District View,"₹ 25,960"
Pullman Quay Grand Sydney Harbour,yes,"61 Macquarie Street, Sydney CBD, 2000 Sydney, Australia","1,036 reviews",8.6,4.5 out of 5,Fabulous,yes,yes,yes,Bar,yes,yes,Continental,single bed,double bed,Deluxe One-Bedroom Apartment with Garden View,"₹ 39,647"
"InterContinental Sydney, an IHG Hotel",yes,"Corner of Phillip and Bridge Streets, Sydney CBD, 2000 Sydney, Australia","2,780 reviews",8.3,4 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Buffet",single bed,double bed,Classic Room,"₹ 32,093"
Comfort Inn & Suites Burwood,yes,"117 Liverpool Road, Burwood, Burwood, 2134 Sydney, Australia",627 reviews,7.0,5 out of 5,Good,yes,yes,no,NA,yes,yes,Continental,single bed,double bed,Single Room,"₹ 26,199"
Novotel Sydney Parramatta,yes,"350 Church Street, Parramatta, Parramatta, 2150 Sydney, Australia","2,144 reviews",7.4,4 out of 5,Good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, American",single bed,double bed,Standard Queen Room,"₹ 37,450"
Novotel Sydney Central,yes,"169-179 Thomas Street, Sydney CBD, 2000 Sydney, Australia","2,644 reviews",8.0,5 out of 5,Very good,yes,yes,no,Bar,yes,yes,Continental,NA,double bed,Standard King Room,"₹ 26,735"
"Pier One Sydney Harbour, Autograph Collection",yes,"11 Hickson Road, Sydney CBD, 2000 Sydney, Australia","1,265 reviews",8.7,4 out of 5,Fabulous,no,yes,yes,Bar,yes,yes,"Continental, Vegetarian, Vegan, Gluten-free, American",NA,double bed,Heritage King Room,"₹ 25,128"
Harbour Rocks Hotel Sydney,yes,"34 Harrington Street, Sydney CBD, 2000 Sydney, Australia",707 reviews,8.1,4.5 out of 5,Very good,yes,yes,no,Bar,yes,no,"Vegetarian, Gluten-free",single bed,double bed,Heritage Queen Room,"₹ 25,508"
Rydges Sydney Harbour,yes,"55 George Street, Sydney CBD, 2000 Sydney, Australia","3,991 reviews",7.8,5 out of 5,Good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Gluten-free, American",NA,double bed,Superior King Room Harbour View,"₹ 25,449"
High Cross Randwick by Sydney Lodges,yes,"7-9 Cuthill Street, Randwick, 2031 Sydney, Australia",455 reviews,8.1,4.5 out of 5,Very good,yes,yes,no,NA,yes,no,NA,single bed,double bed,Budget Double Room,"₹ 13,661"
Macleay Hotel,yes,"28 Macleay Street, Potts Point, Potts Point, 2011 Sydney, Australia","2,172 reviews",8.2,4 out of 5,Very good,yes,yes,no,Bar,yes,yes,NA,single bed,double bed,Studio with District View,"₹ 18,216"
Adina Apartment Hotel Sydney Surry Hills,yes,"359 Crown Street, 2010 Sydney, Australia","1,583 reviews",8.4,4 out of 5,Very good,yes,yes,no,NA,no,yes,NA,single bed,double bed,Standard One-Bedroom Apartment,"₹ 19,357"
Mercure Sydney Manly Warringah,yes,"4-10 Victor Road, Brookvale, Brookvale, 2100 Sydney, Australia","1,940 reviews",7.9,4 out of 5,Good,yes,yes,no,NA,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, American",single bed,double bed,Superior Queen Room,"₹ 20,788"
Mercure Sydney Martin Place,yes,"165 Phillip Street, Sydney CBD, 2000 Sydney, Australia","2,105 reviews",7.8,5 out of 5,Good,no,yes,no,NA,yes,yes,"Continental, Full English/Irish, American",single bed,double bed,Standard King Room,"₹ 24,380"
Adina Apartment Hotel Chippendale,yes,"74-80 Ivy Street, 2008 Sydney, Australia",726 reviews,9.1,4 out of 5,Superb,yes,yes,no,NA,no,yes,NA,single bed,double bed,One-Bedroom Apartment,"₹ 18,127"
Vibe Hotel Sydney,yes,"111 Goulburn Street, Sydney CBD, 2000 Sydney, Australia","2,244 reviews",8.1,4.5 out of 5,Very good,yes,yes,no,Bar,yes,yes,Continental,single bed,double bed,Standard Double or Twin Room,"₹ 20,841"
Rydges Parramatta,yes,"116-118 James Ruse Drive, Rosehill, Parramatta, 2412 Sydney, Australia","2,726 reviews",7.9,2.5 out of 5,Good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free, Buffet",single bed,double bed,Superior King Room,"₹ 32,093"
Hilton Sydney,yes,"488 George Street, Sydney CBD, 2000 Sydney, Australia","3,190 reviews",8.2,4 out of 5,Very good,yes,yes,no,Bar,yes,yes,Full English/Irish,single bed,double bed,Deluxe King Room,"₹ 35,093"
Q Station,yes,"1 North Head Scenic Drive, Manly, Manly, 2095 Sydney, Australia","1,138 reviews",8.1,3.5 out of 5,Very good,yes,yes,no,Bar,yes,no,NA,single bed,double bed,Heritage Queen Room,"₹ 16,019"
Sydney Harbour Marriott Hotel at Circular Quay,yes,"30 Pitt Street, Sydney CBD, 2000 Sydney, Australia","2,349 reviews",8.1,4 out of 5,Very good,no,yes,yes,Bar,no,yes,"Continental, American",single bed,double bed,"Premium City View, Guest room, 1 King, Skyline view","₹ 34,236"
The Langham Sydney,yes,"89-119 Kent Street, Sydney CBD, 2000 Sydney, Australia",811 reviews,9.1,3 out of 5,Superb,yes,yes,no,Bar,yes,yes,"Continental, Vegetarian, Vegan, Halal, Gluten-free, Asian",NA,double bed,Deluxe King with City View,"₹ 42,594"
Sir Stamford Circular Quay,yes,"93 Macquarie Street, Sydney CBD, 2000 Sydney, Australia","3,629 reviews",8.3,4 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Full English/Irish, Vegetarian, Gluten-free, American",single bed,double bed,Superior King Room,"₹ 29,414"
The Grace Hotel,yes,"77 York Street, Sydney CBD, 2000 Sydney, Australia","11,594 reviews",8.6,5 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,NA,single bed,double bed,Signature Superior King Room,"₹ 24,056"
Ryde Inn,yes,"860 Victoria Road, Ryde, 2112 Sydney, Australia",975 reviews,7.9,4 out of 5,Good,yes,yes,no,Bar,yes,no,American,single bed,double bed,Twin Room,"₹ 21,848"
Amora Hotel Jamison Sydney,yes,"11 Jamison Street, Sydney CBD, 2000 Sydney, Australia","4,182 reviews",8.2,4 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Gluten-free",NA,double bed,Deluxe King Room,"₹ 24,056"
The York by Swiss-Belhotel,yes,"5 York Street, Sydney CBD, 2000 Sydney, Australia","1,917 reviews",7.8,2 out of 5,Good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,Studio Apartment,"₹ 21,204"
Radisson Blu Plaza Hotel Sydney,yes,"27 O'Connell Street, Sydney CBD, 2000 Sydney, Australia","5,587 reviews",8.9,4 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,"Full English/Irish, Vegetarian, Gluten-free",single bed,double bed,Standard Double Room - Atrium View,"₹ 25,610"
Vulcan Hotel Sydney,yes,"500 Wattle Street, Ultimo, Ultimo, 2007 Sydney, Australia",832 reviews,8.0,5 out of 5,Very good,no,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan",single bed,double bed,Superior Queen Room,"₹ 15,912"
Novotel Sydney Darling Harbour,yes,"100 Murray Street, Sydney CBD, 2009 Sydney, Australia","5,650 reviews",8.0,4 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Halal, Gluten-free, American",NA,double bed,Deluxe Queen Room with Skyline View,"₹ 32,628"
Manly Pacific Sydney MGallery Collection,yes,"55 North Steyne Road, Manly, Manly, 2095 Sydney, Australia",401 reviews,8.5,5 out of 5,Very good,yes,yes,no,Bar,yes,yes,NA,single bed,double bed,Standard Queen Room,"₹ 22,449"
Novotel Sydney Brighton Beach,no,"Cnr Grand Pde And Princess Street, Brighton Le Sands,, Brighton Le Sands, 2216 Sydney, Australia","2,541 reviews",7.2,4.5 out of 5,Good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, American",NA,double bed,King Suite with Bay View,"₹ 33,486"
Rendezvous Hotel Sydney The Rocks,yes,"75 Harrington Street, Sydney CBD, 2000 Sydney, Australia","2,859 reviews",7.8,4 out of 5,Good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,Standard Queen With Balcony,"₹ 23,165"
Central Studio Hotel Sydney,yes,"Cnr George & Quay Streets, Railway Square, Sydney CBD, 2000 Sydney, Australia","3,030 reviews",7.8,4 out of 5,Good,no,yes,no,NA,yes,yes,NA,single bed,double bed,Suite,"₹ 28,878"
Best Western Plus Hotel Stellar,yes,"4 Wentworth Ave, Sydney CBD, 2000 Sydney, Australia",984 reviews,8.3,3.5 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, American",NA,double bed,"Studio, 1 Queen Bed","₹ 16,236"
Swissotel Sydney,yes,"68 Market Street, Sydney CBD, 2000 Sydney, Australia","3,211 reviews",8.1,5 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Vegetarian, Asian, American",NA,double bed,Swiss Advantage King Room - High Floor,"₹ 28,850"
Citadines Walker North Sydney,yes,"88 Walker Street, North Sydney, 2060 Sydney, Australia",30 reviews,8.9,4 out of 5,Fabulous,no,yes,no,Bar,yes,yes,NA,single bed,double bed,Studio,"₹ 19,992"
Novotel Sydney International Airport,yes,"22 Levey Street, Wolli Creek, 2205 Sydney, Australia","1,778 reviews",7.8,4 out of 5,Good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Halal, Gluten-free, Asian",single bed,double bed,Superior King Room,"₹ 24,056"
Grand Hotel Sydney,yes,"30 Hunter Street, Sydney CBD, 2000 Sydney, Australia",656 reviews,6.4,3 out of 5,Pleasant,yes,yes,no,Bar,no,no,NA,single bed,double bed,Double Room with Shared Bathroom,"₹ 15,537"
4 minutes to the beach ~ 5* Location with patio,no,"332 Bondi Road, Bondi, 2026 Sydney, Australia",NA,NA,4 out of 5,NA,yes,no,no,Bar,yes,no,NA,single bed,double bed,Two-Bedroom Apartment,"₹ 13,662"
Big Backpackers Hostel,yes,"212 Elizabeth Street, Surry Hills, Sydney CBD, 2010 Sydney, Australia","1,468 reviews",7.7,3 out of 5,Good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,Double Room with Shared Bathroom,"₹ 15,377"
Original Backpackers,yes,"160-162 Victoria Street, Potts Point, Potts Point, 2011 Sydney, Australia",346 reviews,6.7,4 out of 5,Pleasant,yes,yes,no,NA,yes,no,"Continental, Vegetarian",single bed,double bed,Double Room with Private Bathroom,"₹ 9,518"
UNO Hotel Sydney,yes,"2 Roslyn Street, Potts Point, Potts Point, 2011 Sydney, Australia",214 reviews,4.3,4 out of 5,Disappointing,yes,yes,no,NA,yes,yes,NA,single bed,double bed,Studio,"₹ 13,341"
Coco’s Abode,yes,"2 Ann Street, 2010 Sydney, Australia",19 reviews,5.3,4 out of 5,Passable,no,yes,no,Bar,yes,no,NA,NA,double bed,Economy Twin Room,"₹ 5,304"
Boardrider Backpackers and Budget Motel,yes,"Rear 63 The Corso, Manly, Manly, 2095 Sydney, Australia",276 reviews,6.0,4 out of 5,Pleasant,no,yes,no,NA,no,no,Continental,single bed,double bed,Double Room with Shared Bathroom,"₹ 7,233"
Sandy Bottoms Guesthouse,yes,"6 Steinton Street, Manly, Manly, 2095 Sydney, Australia",207 reviews,5.5,4 out of 5,Passable,yes,yes,no,NA,yes,no,NA,single bed,double bed,Large Twin Room,"₹ 7,715"
Peaceful Haven,yes,"47 Great Buckingham Street, 2016 Sydney, Australia",25 reviews,4.8,4 out of 5,Disappointing,no,yes,no,Bar,no,no,NA,NA,double bed,Budget Twin Room,"₹ 6,376"
Best Sydney Views from Potts Point + Rooftop Pool,yes,"Challis Avenue, Potts Point, 2011 Sydney, Australia",NA,NA,3 out of 5,NA,no,no,no,Bar,yes,no,NA,NA,double bed,One-Bedroom Apartment,"₹ 10,180"
Sunny Bondi Retreat: Beach & Culture Unite!,yes,"15-17 Denham Street, Bondi, 2026 Sydney, Australia",2 reviews,8.0,4 out of 5,Very good,no,no,no,Bar,yes,no,NA,single bed,double bed,Two-Bedroom Apartment,"₹ 25,610"
Meriton Suites Zetland,yes,"8 Defries Avenue, Zetland, 2017 Sydney, Australia","2,177 reviews",8.3,3 out of 5,Very good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,One Bedroom Modern Suite,"₹ 16,877"
The Blenheim,yes,"26 Blenheim Street, Randwick, Randwick, 2031 Sydney, Australia",686 reviews,7.7,4 out of 5,Good,no,yes,no,NA,yes,yes,NA,single bed,double bed,Queen Room,"₹ 11,910"
Peppers Manly Beach,no,"8 South Steyne, Manly, 2095 Sydney, Australia",1 review,7.0,4 out of 5,Good,no,yes,no,NA,yes,yes,NA,NA,double bed,Non Refurbish Studio with Ocean View,"₹ 28,289"
Wiley Park Hotel,yes,"67 King Georges Road, Wiley Park, 2195 Sydney, Australia",158 reviews,5.3,3.5 out of 5,Passable,yes,yes,no,Bar,yes,no,NA,single bed,double bed,Quadruple Room with Private Bathroom,"₹ 8,572"
Campsie Adorable 3Br Apt with Wifi & Parking,yes,"62 Beamish Street, Campsie, 2194 Sydney, Australia",2 reviews,5.0,4 out of 5,Passable,no,yes,no,NA,yes,yes,NA,single bed,double bed,Three-Bedroom Apartment,"₹ 11,144"
Hyatt Regency Sydney,yes,"161 Sussex Street, Sydney CBD, 2000 Sydney, Australia","6,949 reviews",8.2,4 out of 5,Very good,no,yes,no,Bar,yes,yes,Continental,single bed,double bed,Tower King Room,"₹ 29,366"
